政,207.0,55.380005,17.75,17.75,10.366001,4.4375,16.081497
治,225.4815,55.380005,17.75,17.75,10.366001,4.4375,13.916
獻,241.33,55.380005,17.75,17.75,10.366001,4.4375,16.560745
金,259.21075,55.380005,17.75,17.75,10.366001,4.4375,15.602264
會,276.97,55.380005,17.75,17.75,10.366001,4.4375,14.643738
計,293.41376,55.380005,17.75,17.75,10.366001,4.4375,15.477997
報,310.69177,55.380005,17.75,17.75,10.366001,4.4375,15.957245
告,328.22,55.380005,17.75,17.75,10.366001,4.4375,15.35376
書,346.63376,55.380005,17.75,17.75,10.366001,4.4375,13.685242
查,363.379,55.380005,17.75,17.75,10.366001,4.4375,14.040253
閱,381.5,55.380005,17.75,17.75,10.366001,4.4375,12.478241
制,397.81824,55.380005,17.75,17.75,10.366001,4.4375,14.395264
度,414.62,55.380005,17.75,17.75,10.366001,4.4375,15.477997
電,432.918,55.380005,17.75,17.75,10.366001,4.4375,13.561005
腦,449.299,55.380005,17.75,17.75,10.366001,4.4375,15.35376
系,468.51,55.380005,17.75,17.75,10.366001,4.4375,11.519745
統,483.87,55.380005,17.75,17.75,10.366001,4.4375,15.35376
查,501.78375,55.380005,17.75,17.75,10.366001,4.4375,14.16449
詢,518.50824,55.380005,17.75,17.75,10.366001,4.4375,14.643738
結,535.712,55.380005,17.75,17.75,10.366001,4.4375,15.122986
果,553.0,55.380005,17.75,17.75,10.366001,4.4375,15.122986
列,571.243,55.380005,17.75,17.75,10.366001,4.4375,13.205994
印,588.27997,55.380005,17.75,17.75,10.366001,4.4375,13.560974
清,604.78094,55.380005,17.75,17.75,10.366001,4.4375,14.768005
單,622.48895,55.380005,17.75,17.75,10.366001,4.4375,14.395264
列,702.48,62.840027,10.3,10.3,7.50355,2.575,7.385071
印,711.9051,62.840027,10.3,10.3,7.50355,2.575,7.6220093
日,722.64996,62.57965,10.3,10.3,7.50355,2.575,4.7998047
期,730.93,62.57965,10.3,10.3,7.50355,2.575,8.095825
：,743.6458,62.57965,10.3,10.3,7.50355,2.575,1.5552979
1,750.73,62.57965,10.3,10.3,7.50355,2.575,1.6171265
0,754.22003,62.57965,10.3,10.3,7.50355,2.575,3.841919
3,759.2601,62.57965,10.3,10.3,7.50355,2.575,3.543213
年,764.06,62.57965,10.3,10.3,7.50355,2.575,8.404785
O,773.5448,62.57965,10.3,10.3,7.50355,2.575,3.841919
J,779.43,62.57965,10.3,10.3,7.50355,2.575,1.5552979
年,783.27,63.22461,10.3,10.3,7.50355,2.575,8.404785
0,792.5448,63.22461,10.3,10.3,7.50355,2.575,3.841919
7,797.2567,63.22461,10.3,10.3,7.50355,2.575,3.9036865
日,803.92004,63.22461,10.3,10.3,7.50355,2.575,4.7998047
專,219.00006,70.410034,13.8,13.8,10.612201,3.45,11.881805
戶,233.58186,70.410034,13.8,13.8,10.612201,3.45,9.839401
名,246.12126,70.410034,13.8,13.8,10.612201,3.45,10.681198
稱,258.84006,70.410034,13.8,13.8,10.612201,3.45,12.599396
：,277.55945,70.410034,13.8,13.8,10.612201,3.45,1.9182129
第,287.17004,70.410034,13.8,13.8,10.612201,3.45,9.71521
1,300.97003,70.410034,13.8,13.8,10.612201,3.45,2.1665955
3,306.25662,70.410034,13.8,13.8,10.612201,3.45,5.0369873
任,312.50003,70.410034,13.8,13.8,10.612201,3.45,12.475189
總,326.41522,70.410034,13.8,13.8,10.612201,3.45,11.757599
統,339.61282,70.410034,13.8,13.8,10.612201,3.45,11.881805
、,357.62003,70.410034,13.8,13.8,10.612201,3.45,2.9945984
副,367.35004,70.410034,13.8,13.8,10.612201,3.45,10.198212
總,379.94824,70.410034,13.8,13.8,10.612201,3.45,11.881805
統,393.40002,70.410034,13.8,13.8,10.612201,3.45,12.006012
擬,406.13004,70.410034,13.8,13.8,10.612201,3.45,13.441193
參,420.65125,70.410034,13.8,13.8,10.612201,3.45,12.006012
選,433.73724,70.410034,13.8,13.8,10.612201,3.45,12.475189
人,447.29245,70.410034,13.8,13.8,10.612201,3.45,12.006012
馬,461.45004,70.410034,13.8,13.8,10.612201,3.45,11.398804
英,474.58884,70.410034,13.8,13.8,10.612201,3.45,11.274597
九,487.60342,70.410034,13.8,13.8,10.612201,3.45,11.881805
、,505.50003,70.410034,13.8,13.8,10.612201,3.45,2.9945984
吳,514.6146,70.410034,13.8,13.8,10.612201,3.45,11.633423
敦,527.83,70.410034,13.8,13.8,10.612201,3.45,12.116394
義,541.9464,70.410034,13.8,13.8,10.612201,3.45,10.198181
政,554.1446,70.410034,13.8,13.8,10.612201,3.45,12.47522
治,568.6198,70.410034,13.8,13.8,10.612201,3.45,10.9157715
獻,580.99,70.410034,13.8,13.8,10.612201,3.45,12.958191
金,595.1482,70.410034,13.8,13.8,10.612201,3.45,12.240601
專,608.5888,70.410034,13.8,13.8,10.612201,3.45,11.633423
戶,622.88,70.410034,13.8,13.8,10.612201,3.45,9.963623
1,755.52997,73.33002,10.3,10.3,7.50355,2.575,1.6171265
4,758.7671,73.33002,10.3,10.3,7.50355,2.575,4.2023926
時,763.81,73.33002,10.3,10.3,7.50355,2.575,8.404785
4,773.0548,73.33002,10.3,10.3,7.50355,2.575,4.2023926
4,778.0972,73.33002,10.3,10.3,7.50355,2.575,4.140625
分,783.0778,73.33002,10.3,10.3,7.50355,2.575,8.456299
的,792.73,73.33002,10.3,10.3,7.50355,2.575,8.641724
秒,802.0317,73.33002,10.3,10.3,7.50355,2.575,8.816772
首,400.31998,87.79999,13.8,13.8,10.612201,3.45,11.757599
次,413.39758,87.79999,13.8,13.8,10.612201,3.45,12.364807
申,428.77,87.79999,13.8,13.8,10.612201,3.45,8.638794
報,440.2888,87.79999,13.8,13.8,10.612201,3.45,12.475189
第,714.12,89.28,10.3,10.3,7.50355,2.575,6.9628296
9,727.57,88.721985,10.3,10.3,7.50355,2.575,3.7183228
頁,738.02,89.28,10.3,10.3,7.50355,2.575,6.8391724
／,746.59924,89.28,10.3,10.3,7.50355,2.575,5.695923
共,753.03,89.28,10.3,10.3,7.50355,2.575,8.157593
2,766.95,89.28,10.3,10.3,7.50355,2.575,4.140625
5,771.9306,89.28,10.3,10.3,7.50355,2.575,3.9036865
頁,782.31,89.28,10.3,10.3,7.50355,2.575,6.8391724
序,50.89002,109.609985,10.9,10.9,9.063351,2.725,10.2024
號,62.29242,109.609985,10.9,10.9,9.063351,2.725,10.562103
交,94.56001,109.359985,10.9,10.9,9.063351,2.725,9.363098
易,107.16312,109.359985,10.9,10.9,9.063351,2.725,7.444702
日,119.280014,109.359985,10.9,10.9,9.063351,2.725,5.875099
期,129.11511,109.359985,10.9,10.9,9.063351,2.725,9.602905
收,180.85,109.03998,12.7,12.7,9.0551,3.175,10.083801
支,192.61,109.471985,12.7,12.7,9.0551,3.175,9.842499
科,203.8325,109.471985,12.7,12.7,9.0551,3.175,10.617203
目,217.81,109.471985,12.7,12.7,9.0551,3.175,5.5245056
捐,323.89,109.48999,12.7,12.7,9.0551,3.175,9.601196
贈,335.2312,109.48999,12.7,12.7,9.0551,3.175,10.020294
者,346.34003,109.84158,12.7,12.7,9.0551,3.175,10.553711
／,357.73373,109.84158,12.7,12.7,9.0551,3.175,6.718292
支,365.07004,109.84158,12.7,12.7,9.0551,3.175,10.325104
出,378.03513,109.84158,12.7,12.7,9.0551,3.175,7.556488
對,388.23163,109.84158,12.7,12.7,9.0551,3.175,10.325104
象,400.47003,109.84158,12.7,12.7,9.0551,3.175,9.055115
身,482.77002,109.42999,12.7,12.7,9.0551,3.175,8.813812
分,493.6238,109.42999,12.7,12.7,9.0551,3.175,10.134613
證,504.25003,109.42999,12.7,12.7,9.0551,3.175,11.51889
／,516.36896,109.42999,12.7,12.7,9.0551,3.175,6.7183228
統,523.68726,109.42999,12.7,12.7,9.0551,3.175,10.439392
一,535.7,109.42999,12.7,12.7,9.0551,3.175,9.245605
編,546.7456,109.42999,12.7,12.7,9.0551,3.175,10.19812
收,566.65,109.389984,12.7,12.7,9.0551,3.175,10.083801
入,577.75385,109.389984,12.7,12.7,9.0551,3.175,10.794983
金,589.56885,109.389984,12.7,12.7,9.0551,3.175,10.439392
額,601.02826,109.389984,12.7,12.7,9.0551,3.175,10.50293
支,624.36005,109.69998,11.25,11.25,9.7875,2.8125,9.900024
出,637.02,109.69998,11.25,11.25,9.7875,2.8125,7.503723
金,647.28375,109.69998,11.25,11.25,9.7875,2.8125,10.440002
額,658.69006,109.69998,11.25,11.25,9.7875,2.8125,10.563721
金,682.32007,109.59,11.25,11.25,9.7875,2.8125,10.440002
錢,693.99005,109.59,11.25,11.25,9.7875,2.8125,10.383728
類,705.6038,109.59,11.25,11.25,9.7875,2.8125,9.84375
士也,755.69,109.02997,10.9,10.900556,9.063351,2.725,10.562073
正止,767.4821,109.14908,10.9,10.900556,9.063351,2.725,10.4422
1,55.21001,129.97998,12.7,12.7,9.0551,3.175,1.8541985
6,59.76421,129.97998,12.7,12.7,9.0551,3.175,4.317997
1,66.7822,129.97998,12.7,12.7,9.0551,3.175,1.8542023
 ,71.3364,129.97998,12.7,12.7,9.0551,3.175,3.175003
I,81.240005,130.03998,12.7,12.7,9.0551,3.175,1.3843002
 ,82.624306,130.03998,12.7,12.7,9.0551,3.175,3.175003
1,91.08,129.97998,12.7,12.7,9.0551,3.175,1.8542023
0,95.6042,129.97998,12.7,12.7,9.0551,3.175,4.495804
1,102.770004,129.97998,12.7,12.7,9.0551,3.175,1.8542023
/,106.68,129.97998,12.7,12.7,9.0551,3.175,6.7183
0,114.13,129.97998,12.7,12.7,9.0551,3.175,4.495796
1,121.5058,129.97998,12.7,12.7,9.0551,3.175,1.8542023
/,123.259995,129.97998,12.7,12.7,9.0551,3.175,9.004303
